//  GERMAN STRDAT.TXT latest version with all the changes up to Sept 18th (I hope)

//  ASCII European Special Characters
//  Ä ¸ Ç É ‰ ...  á à  ä  ç ƒ  ê  " ï - -  ÷ ‹    ° ¢ £  ﬂ
//  WIN European Special Characters
//  « ¸ È ‚ ‰ ‡  Á Í  Ë  Ï ƒ  …  ˆ Ú ˚ ˘  ÷ ‹  ﬂ Ì Û ˙  ﬂ

//  # the first NEWBLOCK is built for you so start with enumerations and strings
//  GERMAN VERSION ¸berarbeitet am 2.7.97 von Antje, 16:45 Uhr
//  last revised by Antje 9.7.97, LAST EDITED with additional translations August 26th 97
//  (additional data from birthright cd dated 8/17/97, saved as ms dos text
//  3 more changes according to bugreport from sascha implemented August 29th 97
// comparing german strings to english strings (received sept 18th), saved as text only



// menu data
STR_UI_ACTN		UI\\ACT_PNL.PCX
STR_UI_HELP		UI\\HELPPNL1.PCX
STR_UI_HELP1	UI\\HLPPANL2.PCX
STR_INVN_HELP_HOTBOX6	Klicken Sie auf einen Gegenstand, und dr¸cken Sie 6, um ihn in diese Box zu legen. Dr¸cken Sie w‰hrend eines Abenteuers auf 6, um ihn zu benutzen.

NEWBLOCK

STR_PLAIN_STATUS	Status
STR_STATUS_HELP_CLASS	Eine abstrakte Beschreibung der F‰higkeiten Ihres Charakters.
STR_STATUS_HELP_LEVEL	Die F‰higkeiten Ihres Charakters im Vergleich zu seiner Klasse.
STR_STATUS_HELP_BLOOD	St‰rke und Abstammung Ihrer Blutlinienf‰higkeiten.
STR_STATUS_HELP_ALIGN	Die Lebenseinstellung Ihres Charakters.
STR_STATUS_HELP_STR	Zeigt, wie stark Ihr Held ist.
STR_STATUS_HELP_INT	Zeigt, wie intelligent Ihr Held ist.
STR_STATUS_HELP_DEX	Zeigt, wie geschickt Ihr Held ist.
STR_STATUS_HELP_WIS	Zeigt, wie weise Ihr Held ist.
STR_STATUS_HELP_CON	Zeigt, wie z‰h Ihr Held ist.
STR_STATUS_HELP_CHA	Zeigt die F¸hrungsqualit‰ten Ihres Helden.
STR_STATUS_HELP_THAC0	Zeigt, wie gut Ihr Held k‰mpfen kann.
STR_STATUS_HELP_XP	Zeigt, wieviel Erfahrung Ihr Held innerhalb seiner Klasse hat.
STR_STATUS_HELP_PROT	Zeigt, wie leicht Gegner Ihren Helden treffen kˆnnen.
STR_STATUS_HELP_HP	Zeigt, wieviel Sch‰den Ihr Held hˆchstens aush‰lt.
STR_STATUS_HELP_CURRHP	Zeigt, wieviel Ihr Held momentan noch aush‰lt.
STR_STATUS_HELP_ARMOR	Zeigt, was f¸r eine R¸stung Ihr Held gerade tr‰gt.
STR_STATUS_HELP_WEAPON	Zeigt, welche Waffe Ihr Held gerade gez¸ckt hat.
STR_STATUS_HELP_GOLD	Zeigt, wieviel Gold Sie gesammelt haben.

NEWBLOCK

// Front end strings
// gamemap.cpp

STR_FMT_DEATHNOTIFY	Die letzten ‹berreste von %s wurden besiegt.

STR_GM_GOING_TO	^F02^cGehe nach %s.
STR_GM_MOVE	^F03%s\n^F00REICH: ^F02%s\n^F00BEWEGUNG: ^F02%d
STR_GM_LOCATION	^F03%s\n^F00REICH: ^F02%s\n^F00ORT DES ABENTEUERS: ^F02%s
STR_GM_TERRAIN	^F03%s %d/%d\n^F00REICH: ^F02%s\n^F00GEBIET: ^F02%s
STR_GM_ENTER_BATTLE	^F03^cEintritt in die Schlacht.
STR_GM_PLAYER_WAIT	^F03^cWarte auf Gegner.

STR_GM_REGENCY	^F00REG.-PUNKTE: ^F02^l097%ld
STR_GM_TREASURY	^F00GUTHABEN: ^F02^l097^D%ld
STR_GM_REGENCY1	^F00REG.-PUNKTE: ^F02^l097%ld-%ld
STR_GM_TREASURY1	^F00GUTHABEN: ^F02^l097%ld-%ld
STR_GM_REMAINING_ACTIONS	^F00RESTL. AKTIONEN: ^F02^l097%ld
STR_GM_SELECT_ACTION	^F02^cRunde %d Aktion%d
STR_GM_FREE_ACTION	^F02^cBonus-Aktion
STR_GM_ACTION1	^F02^c%s
STR_GM_ACTION2	^F02^c%s-Aktion
STR_GM_UNIT_HOLDING	Einheiten & Besitzt¸mer
STR_GM_DECLARE_WAR	Krieg erkl‰ren
STR_GM_REALM	^F00REICH
STR_GM_UNITS	^A^LEINHEITEN
STR_GM_HOLDINGS	^A^LBESITZT‹MER
STR_GM_ENEMY_REALM	^cFEINDL. REICH
STR_GM_ALL_ON	ALLE EINSCH.
STR_GM_ALL_OFF	ALLE AUSSCH.
STR_GM_CANCEL	ABBRUCH
STR_GM_DOIT	AUSF‹HREN
STR_GM_REGENT	^F00REGENT: ^F02^C060^l142%s
STR_GM_BRIEF1	^F00REGPKT.:^F02^l068%d
STR_GM_BRIEF2	^F00AUSGEGEBEN:^F02^l066%d
STR_GM_BRIEF3	^F00GUTHABEN:^F02^l068^D%d
STR_GM_BRIEF4	^F00AUSGEGEBEN:^F02 %d^F00^Y03^l066%d^F02/^F0010
STR_GM_PROVINCE	^F00PROVINZ

STR_GM_LEVEL	STUFE
STR_GM_TAX_LEVEL	^cSTEUERN
STR_GM_LIGHT	^cNIEDRIG
STR_GM_NORMAL	^cNORMAL
STR_GM_SEVERE	^cHOCH
STR_GM_LOYALTY	^cLOYAL.
STR_GM_CHANGE	^cƒNDERN
STR_GM_TAX	STEUER

STR_GM_LLEVEL	^A^LSTUFE
STR_GM_LOCCUPIED	^A^LBESETZT
STR_GM_LCASTLE	^A^LBURG
STR_GM_LLAW	^A^LORDNUNG
STR_GM_LTEMPLE	^A^LTEMPEL
STR_GM_LGUILD	^A^LGILDE
STR_GM_LSOURCE	^A^LQUELLE
STR_GM_LREGENCY	^A^LREGPKT.
STR_GM_LTAX	^A^LSTEUERN

STR_GM_TAX_COLLECTED	^F00EINGETR. STEUERN:^F02^l110+%d
STR_GM_TAX_COLLECTED1	^F00EINGETR. STEUERN:^F02^T3^l110+%d
STR_GM_LAW_HOLDING	^F00ORDNUNGSKRƒFTE:^F02^l110%d
STR_GM_TRADE_ROUTES	^F00HANDELSROUTEN:^F02^l110%d

STR_GM_PR_UNIT	^F00EINHEIT
STR_GM_PR_PROVINCE	PROVINZ
STR_GM_PR_PAY	^cZAHLUNG
STR_GM_PR_GOLD_BARS	^cGOLD
STR_GM_PR_REGENCY	^cREGPKT.
STR_GM_PR_MAINT	^cUNT.-
STR_GM_PR_COST	^cKOSTEN
STR_GM_PAYROLL	^F00SOLDLISTE: ^F02^l110-%d

STR_GM_MAINT_CASTLES	^F00BURGEN: ^F02^l110-%d
STR_GM_MAINT_OCCU	^F00BESETZTE PROV.: ^F02^l110-%d
STR_GM_MAINT_PROV	^F00PROV. & BESITZT‹MER: ^F02^l110-%d
STR_GM_MAINT_COURT	^F00HOF, %s: ^F02^l110-%d
STR_GM_MAINT_MAINT	^F00UNTERH.: ^F02^l110-%d

STR_GM_RINFO_UNUSED	^F00‹BRIGE REGPKT.:^F02^l110%d
STR_GM_RINFO_DOMAIN	^F00STƒRKE DES GEBIETS: ^F02^l110+%d
STR_GM_RINFO_DOMAIN1	^F00STƒRKE DES GEBIETS: ^F02^T3^l110%d
STR_GM_RINFO_BLOOD	^F00BLUTLINIEN-ST: ^F02^T3^l110%d
STR_GM_RINFO_BLOOD1	^F00BLUTLINIEN-ST: ^F02^l110+%d
STR_GM_RINFO_BLOOD2	^F00BLUTLINIEN-ST: ^F02^T3^l110(%d) %d
STR_GM_RINFO_BLOOD3	^F00BLUTLINIEN-ST: ^F02^l110(%d) +%d
STR_GM_RINFO_NEW	^F00REGPKT. (NEU): ^F02^l110%d
STR_GM_RINFO_TREASURY	^F00GUTHABEN: ^F02^l110^D%d

//STR_GM_BLOODLINE_ADD	^G1 Regpkt. ausgeben, um Blutlinienst. um 1 zu erhˆhen?
STR_GM_BLOODLINE_ADD	^G1 Regentenpunkte ausgeben, um\nBlutlinienst‰rke um 1 zu erhˆhen?

STR_GM_TR_NEW	^F00GUTH. (NEU): ^F02^l110^D%d
STR_GM_TR_NEW1	^F00GUTH. (NEU): ^F02^T3^l110^D%d

STR_GM_GORGONS_CROWN	Gorgons\nKrone
STR_GM_JOIN	Soll sich %s %s anschlieﬂen?
STR_GM_ALLY	%s an %s geben?
STR_GM_YES	^cJA
STR_GM_NO	^cNEIN
STR_GM_WAR	^F02%s hat den Krieg erkl‰rt.

STR_GM_SPACE	^F12^cLEERTASTE f¸r Tutorial.

STR_GM_TT_CANCEL_ACTION	Aktion abbr.
STR_GM_TT_ACCEPT	Auswahl best‰tigen
STR_GM_TT_SELECT_DOMAIN	Gebiet w‰hlen
STR_GM_TT_DISPLAY_LAW	Ordnungskr‰fte anzeigen
STR_GM_TT_DISPLAY_GUILD	Gilden-Besitz anzeigen
STR_GM_TT_DISPLAY_TEMPLE	Tempel-Besitz anzeigen
STR_GM_TT_DISPLAY_SOURCE	Quellen-Besitz anzeigen
STR_GM_TT_ZOOM_OUT	Karte wegzoomen
STR_GM_TT_TAX	Steuers‰tze
STR_GM_TT_LAW	Besetzung
STR_GM_TT_PAY	Soldliste
STR_GM_TT_MAINT	Unterhalt
STR_GM_TT_REPORT	Bericht
STR_GM_TT_DOTAX	Steuern eintr.
STR_GM_TT_SELECT_ACTION	Aktionen
STR_GM_TT_ACTION1	Abenteuer
STR_GM_TT_ACTION2	Agitation
STR_GM_TT_ACTION3	Straﬂe bauen
STR_GM_TT_ACTION4	Herausforderung
STR_GM_TT_ACTION5	Besitztum errichten
STR_GM_TT_ACTION6	Krieg erkl‰ren
STR_GM_TT_ACTION7	Diplomatie
STR_GM_TT_ACTION8	Spionage
STR_GM_TT_ACTION9	Magielinie legen
STR_GM_TT_ACTION10	Befestigen
STR_GM_TT_ACTION11	Aktion aussetzen
STR_GM_TT_ACTION12	Investitur
STR_GM_TT_ACTION13	Leutnant
STR_GM_TT_ACTION14	Leutnant einsetzen
STR_GM_TT_ACTION15	Truppen ausheben
STR_GM_TT_ACTION16	Gebietszauber
STR_GM_TT_ACTION17	Regieren
STR_GM_TT_ACTION18	Handelsroute

NEWBLOCK

// charsel.cpp
STR_REALMPLAYTYPE_MIL	Mil
STR_REALMPLAYTYPE_TRA	Han
STR_REALMPLAYTYPE_MAG	Mag
STR_REALMPLAYTYPE_TEM	Tem
STR_REALMPLAYTYPE_EAS	Leicht
STR_REALMPLAYTYPE_MED	Mittel
STR_REALMPLAYTYPE_HRD	Schwer


STR_CS_INFO1	^F02Klicken Sie auf das Reich, 
STR_CS_INFO2	^F02das Sie regieren mˆchten, und 
STR_CS_INFO3	^F02w‰hlen Sie den Charakter, der 
STR_CS_INFO4	^F02Regent sein soll.

STR_CS_PROVINCE	^F00PROVINZ
STR_CS_LEVEL	STUFE

STR_CS_MOREINFO	^F03Mehr Infos

STR_CS_RACE	^F02Rasse/Klasse
STR_CS_LEVEL1	^F02Stufe %d
STR_CS_LEVEL2	^F02Stufe %d/%d
STR_CS_BLOOD	^F02Blutline
STR_CS_STRENGTH	^F02St‰rke %d
STR_CS_STR_OK	Ok
STR_CS_ADV	Abenteuer
STR_CS_CHOOSE	^F00^W150STELLEN SIE EINE PARTY AUS BIS ZU VIER CHAR. ZUSAMMEN. NAMEN ANKLICKEN, UM CHAR. AUSZUR‹STEN.
STR_CS_BATTLE	Kampf
STR_CS_BCHOOSE	^F00^W110 NAMEN ANKLICKEN, UM CHAR. V. D. KAMPF AUSZUR‹STEN.
STR_CS_DONE	^F03 Fertig
STR_CS_CANCEL	^F03Abbruch
STR_CS_SELECT	^F00^W150ORT F‹R IHR ABENTEUER AUSWƒHLEN. 

STR_CS_SELECT_REGENT	Regenten w‰hlen

STR_CS_WAITKEY	^F03Weiter mit Mausklick oder Taste.
STR_CS_WARN_ALLIED	^F02^W304HINWEIS: Wenn Sie hier etwas mitnehmen, wird Ihr B¸ndnis mit den Besitzern zerbrechen.

NEWBLOCK

// BATTLE STRINGS

// gamemenu.h
BTLUI_RESV	^C125R^C000eserven
BTLUI_STATUS	^C125S^C000tatus
BTLUI_CHAT	^C125P^C000laudern
BTLUI_RETREAT	R¸c^C125k^C000zug
BTLUI_MISSILE	^C125G^C000eschoﬂ
BTLUI_MAGIC	Ma^C125g^C000ie
BTLUI_COMMAND	Befehls^C125a^C000nsicht
BTLUI_FOLLOW	Einheit ^C125f^C000olgen 
BTLUI_FALLBACK	Reserve

BTLUI_WHOS_ATTACKING	%s wird von %s angegriffen.
BTLUI_CHOOSE_FIELD	Schlachtfeld w‰hlen.

STR_BTLUI_WOODS_0	Offenes Feld
STR_BTLUI_WOODS_1	Teilweise bewaldet
STR_BTLUI_WOODS_2	Fluﬂufer
STR_BTLUI_WOODS_3	Stark bewaldet

STR_BTLUI_MNTS_0	Offenes Feld
STR_BTLUI_MNTS_1	Zerkl¸ftete H¸gel
STR_BTLUI_MNTS_2	Fluﬂufer
STR_BTLUI_MNTS_3	Gebirge

STR_BTLUI_PLAINS_0	Offene Ebene
STR_BTLUI_PLAINS_1	Hindernisse
STR_BTLUI_PLAINS_2	Fluﬂufer
STR_BTLUI_PLAINS_3	Morastiger Boden

STR_BTLUI_SWAMP_0	Offenes Feld
STR_BTLUI_SWAMP_1	Tiefe Gew‰sser
STR_BTLUI_SWAMP_2	Sumpf
STR_BTLUI_SWAMP_3	Sumpfwald

STR_CHAT_OUR_TROOPS_HIT	Unsere %s in %d,%d haben %d Opfer zu beklagen.
STR_CHAT_ENEMY_TROOPS_HIT	Unsere %s in %d,%d haben %d Opfer zu beklagen.
STR_CHAT_OUR_TROOPS_DEST	Unsere %s in %d,%d wurden vernichtet!
STR_CHAT_ENEMY_TROOPS_DEST	Feindliche %s in %d,%d wurde vernichtet!
STR_CHAT_TROOPS_ENGAGE	%s-Einheit in %d,%d im Kampf mit %s.
STR_CHAT_UNIT_MOVED	%s ziehen nach %d,%d.
STR_CHAT_HOME_FALLBACK	Unsere %s in %d,%d ziehen sich zur¸ck.
STR_CHAT_ENEMY_FALLBACK	Feindliche %s in %d,%d ziehen sich zur¸ck!
STR_CHAT_HOME_FALLBACK_DEST	R¸ckzug vernichtet unsere %s!
STR_CHAT_ENEMY_FALLBACK_DEST	R¸ckzug vernichtet feindliche %s!
STR_CHAT_ROUTED	%s in %d,%d zu den Reserven zur¸ckgetrieben.
STR_CHAT_ROUTED_DIED	%s in %d,%d in der Falle und TOT!
STR_CHAT_ARCHERS_READY	%s in %d,%d kˆnnen Angriff mit Geschossen starten.
STR_CHAT_MAGIC_READY	%s in %d,%d kˆnnen Angriff mit Magie starten.
STR_CHAT_TROOPSSELECT	Unsere %s in %d,%d ausgew‰hlt.
STR_CHAT_RESERVESELECT	Unsere %s aus der Reserve gew‰hlt.
STR_CHAT_BAD	Euer Gnaden, die Lage wird schlechter.
STR_CHAT_DIRE	Euer Gnaden, die Einheiten auf dem Feld sind in schlimmem Zustand.
STR_CHAT_IMPROVING	Euer Gnaden, das Blatt wendet sich zu unseren Gunsten.
STR_CHAT_GOOD	Euer Gnaden, unsere Chancen stehen gut.

// battleui.cpp
RESV_TITLE	Reserven

STR_STATUS_INIT	In Vorbereitung ...
STR_STATUS_RELEASE	Entlassen ...
STR_STATUS_BEGIN_PAUSE	Legt eine Pause ein ...
STR_STATUS_PAUSED	In der Pause
STR_STATUS_END_PAUSE	Beendet eine Pause ...
STR_STATUS_MOVING	Auf dem Marsch
STR_STATUS_READFILE	Liest Daten
STR_STATUS_RUNNING	Im Laufschritt
STR_STATUS_SEARCH	Auf der Suche
STR_STATUS_ATTACK	Beim Angriff
STR_STATUS_DEFEND	In der Verteidigung
STR_STATUS_FALLBACK	F‰llt zur¸ck
STR_STATUS_CASTSPELL	Setzt Zauber ein
STR_STATUS_BEGIN_LISTEN	Nimmt Befehle entgegen
STR_STATUS_LISTEN	Nimmt Befehle entgegen
STR_STATUS_END_LISTEN	Nimmt Befehle entgegen
STR_STATUS_BEGIN_LISTEN_BOW	Nimmt Befehle entgegen
STR_STATUS_END_LISTEN_BOW	Nimmt Befehle entgegen
STR_STATUS_ROTATE_TO_CAMERA	Zur Kamera drehen
STR_STATUS_RETURN_TO_POSITION	Zur¸ck auf Position
STR_STATUS_DEAD	Tot
STR_STATUS_FIDGET	Unruhig
STR_STATUS_FALLING	Fallend
STR_STATUS_STONE	Versteinert
STR_STATUS_CONSUME	Vernichtet
STR_STATUS_RESURRECTION	Wiedererweckt

BTL_COMMAND_BATTLE1	Wollt Ihr eine Schlacht 
BTL_COMMAND_BATTLE2	befehligen, die zwischen Euch und
BTL_COMMAND_BATTLE3	%s in %s stattfindet?
BTL_COMMAND_BATTLE4	%ss Armee:

BTLUI_STATUS_FIELD	Vor Ort: %2d Einheiten (%d/%d)
BTLUI_STATUS_RESV	Reserve: %2d Einheiten (%d/%d)
BTLUI_UNITINFO_STATUS	Status: %s

BTLUI_UNITINFO_HEALTH	St‰rke der Einheit %d von %d
BTLUI_UNITINFO_INFO_MOVE	Bewegung:^l080%d
BTLUI_UNITINFO_INFO_DEFEND	Verteidig.:^l080%d
BTLUI_UNITINFO_INFO_MELEE	Handgem.:^l080%d
BTLUI_UNITINFO_INFO_MORALE	Moral:^l080%d
BTLUI_UNITINFO_INFO_CHARGE	Angriff:^l080%d
BTLUI_UNITINFO_INFO_MISSILE	Geschoﬂ:^l080%d

BTLUI_STR_TROOPSDISPATCH	%s losgeschickt.
BTLUI_STR_TROOPSSELECT	Truppen in %d angeklickt.
BTLUI_STR_RESERVESELECT	Reservetruppen %d angeklickt.

BTLUI_MISSILE_TITLE	Sch¸tzen
BTLUI_MISSILE_TEXT1	Auf rotmarkierte Einheiten feuern.

BTLUI_FALLBACK_TEXT1	Die gew‰hlte Einheit ist besch‰ftigt.
BTLUI_FALLBACK_TEXT2	Zur¸ck zu einem markierten Feld.

BTLUI_MOVE_TITLE	Einheit bewegen
BTLUI_MOVE_TEXT1	Bewegen Sie sich zu einem markierten Feld.
BTLUI_MOVE_TEXT3	Klicken Sie hier, um Einheiten der Reserve zuzuordnen.
BTLUI_NO_MOVES	Sie kˆnnen nirgendwohin ziehen.

BTLUI_MAGIC_TEXT	W‰hlen Sie einen Zauber aus.
BTLUI_MAGIC_EMPTY	%d - Leer
BTLUI_MISSILE_REGION	A - Geschoﬂ abfeuern

BTLUI_SURRENDER_TEXT	Wollt Ihr Euch ergeben?
BTLUI_LOOSE_TEXT	Ihr habt weniger als\n 25%% von %s unter Kontrolle.\nAlle Eure Einheiten auf dem Feld sind vernichtet.
BTLUI_LOOSE_TEXT_MONSTERS	Ihr kontrolliert vom Schlachtfeld jetzt weniger als \n 25%%.\nAlle Eure Einheiten auf dem Feld sind vernichtet.
BTLUI_LOOSE_UNIT_TEXT	%s-Einheit %s. 
BTLUI_LOOSE_RESERVES	¸berlebte
BTLUI_LOOSE_DEAD	wurde vernichtet
BTLUI_COLLAPSE	wirst gepaart

BTLUI_WIN_TEXT	Ihr habt die \nArmee von %s besiegt.\n%d der Feinde wurden getˆtet. 
BTLUI_WIN_UNIT_TEXT	Einheit von %s %s.
BTLUI_WIN_SURVIVED	war siegreich
BTLUI_WIN_DEAD	fiel im Kampf

BTLUI_ALREADY_MOVING	%s sind schon auf dem Marsch.
BTLUI_TROOPS_ENGAGED	Diese Truppen sind besch‰ftigt.
BTLUI_MOVE_TO_FRIENDLY_ROW	Truppen zuerst zu befreundeten Einheiten bewegen.

STR_BTLUI_HELP_CONTROL_GRID_TITLE	Steuerung auf dem Schlachtfeld
STR_BTLUI_HELP_CONTROL_GRID_TEXT	Klicken Sie mit der linken Maustaste auf das Icon der Einheit, um diese zu bewegen. Die rechte Maustaste ruft Informationen ¸ber die Einheit ab. 
STR_BTLUI_HELP_STATUS_TITLE	Schlachten-Status
STR_BTLUI_HELP_STATUS_TEXT	Dieser Infokasten zeigt die Bilder der sich gegen¸berstehenden Gener‰le sowie Informationen ¸ber deren Gesundheit und Status.
STR_BTLUI_HELP_UNITINFO_TITLE	Informationen ¸ber Einheiten
STR_BTLUI_HELP_UNITINFO_TEXT	Dieser Kasten zeigt ein Icon der Einheit sowie Informationen ¸ber deren Gesundheit und weitere Daten. Diese Anzeige ver‰ndert sich w‰hrend der Schlacht. 
STR_BTLUI_HELP_RESERVES_TITLE	Einheiten in Reserve 
STR_BTLUI_HELP_RESERVES_TEXT	Klicken Sie mit der linken Maustaste auf das Icon der Truppe, die vorr¸cken soll. Klicken Sie dann auf eines der markierten Felder, um die Einheit aufs Schlachtfeld zu schicken. 
STR_BTLUI_HELP_CHAT_TITLE	Chat-Fenster
STR_BTLUI_HELP_CHAT_TEXT	Schaltet Nachrichten-Anzeige ein oder aus.
STR_BTLUI_HELP_RETREAT_TITLE	R¸ckzug
STR_BTLUI_HELP_RETREAT_TEXT	Ruft zum R¸ckzug aus der Schlacht auf.
STR_BTLUI_HELP_MISSILE_TITLE	Geschoﬂ
STR_BTLUI_HELP_MISSILE_TEXT	‹berpr¸ft, ob Ziele im Umkreis von Einheiten mit Geschossen sind.
STR_BTLUI_HELP_MAGIC_TITLE	Magie
STR_BTLUI_HELP_MAGIC_TEXT	‹berpr¸ft, ob Ziele im Umkreis von Einheiten mit magischen F‰higkeiten sind.
STR_BTLUI_HELP_COMMANDVIEW_TITLE	Kamera hinter die Linien
STR_BTLUI_HELP_COMMANDVIEW_TEXT	Schwenkt Kamera auf Befehlsanzeige.
STR_BTLUI_HELP_FOLLOW_TITLE	Folge Einheit
STR_BTLUI_HELP_FOLLOW_TEXT	Kamera folgt einer ausgew‰hlten Einheit auf dem Schlachtfeld.
STR_BTLUI_HELP_SEL_MAGIC_TITLE	Zauber ausw‰hlen
STR_BTLUI_HELP_SEL_MAGIC_TEXT	W‰hlen Sie einen Zauber, dann eines der rot markierten Ziele.
STR_BTLUI_HELP_SEL_MISSILE_TITLE	Ziel f¸r Geschoﬂ ausw‰hlen
STR_BTLUI_HELP_SEL_MISSILE_TEXT	W‰hlen Sie eines der rot markierten Ziele f¸r ein Geschoﬂ aus.

BTL_STR_NOBONUS	~
BTL_STR_VS_CAVALRY	+1 Bonus gegen berittene Einheiten.
BTL_STR_MISSILE_VS_CAVALRY	+1 zu Angriffen mit Geschossen gegen Berittene.
BTL_STR_VS_PIKES_IRREG	+1 zu Angriffen gegen Pikeniere oder Irregul‰re.
BTL_STR_MELEE_VS_PIKES_IRREG	+1 zu Handgemenge gegen Pikeniere oder Irregul‰re.
BTL_STR_PIKEMEN	Pikeniere kˆnnen nicht angegriffen werden. +1 zu Angriffen und Verteidigung gegen Berittene.
BTL_STR_IGNORE_RF_BY_MAGIC	Durch Magie erzeugte R¸ckz¸ge und Fallen haben keine Wirkung.
BTL_STR_IGNORE_RF_EXCEPT_MAGIC	R¸ckz¸ge und Fallen, die nicht durch Magie erzeugt wurden, haben keine Wirkung.
BTL_STR_IGNORE_TERRAIN	Freie Bewegung durch jedes Gel‰nde mˆglich.
BTL_STR_REGENT	Regenten steigern gehˆrig die Moral aller ihrer Truppen auf dem Feld.
BTL_STR_OFFICER	Offiziere verbessern die Moral ihrer Einheit.
BTL_STR_AWNSHEGN	Der Awnshegh dr¸ckt die Moral aller Ihrer Einheiten.

// combatui.cpp
COMBAT_STR_HIT_PTS	%s ^F02RK(%hd) TP (%ld)
COMBAT_STR_IS_DEAD	%s ist tot.
COMBAT_STR_IS_STONE	%s wurde versteinert.
COMBAT_STR_DEFENDING	Verteidigung %s RK(%hd)
COMBAT_STR_ATTACKING	Schaden %ld-%ld
COMBAT_STR_FALLING_BACK	R¸ckzug %s RK(%hd)
COMBAT_STR_CHASING	Verfolgung %s RK(%hd)
COMBAT_STR_AWAITING_CMD	Erwarte Befehle.
COMBAT_STR_HIT_CHANCE	%s Angriff. Trefferchance %ld%%
COMBAT_STR_RPG_HIT_CHANCE	%s Angriff. Benˆtige %ld um zu treffen.
COMBAT_STR_HIT_FOR	Schaden %ld-%ld Treffer=%hd
COMBAT_STR_SWING_MISS	Schaden %ld-%ld miﬂgl¸ckt.
COMBAT_STR_CASTING	Zaubere den Spruch %s.
COMBAT_STR_QUICK	Schnell
COMBAT_STR_SLOW	Langsam
COMBAT_STR_14 	Treffer=%ld
COMBAT_STR_15	Schleudere %s-Zauber auf %s.
COMBAT_STR_CANT_ENGAGE	Kann mit niemandem k‰mpfen.

COMBAT_STR_LEAVE	Beende Abent.
COMBAT_STR_RETREAT	^C125R^C000¸ckzug
COMBAT_STR_LEADER	Wechs^C125l^C000e F¸hrer
COMBAT_STR_VIEW	Ansicht
COMBAT_STR_INVENTORY	^C125I^C000nventar
COMBAT_STR_STATUS	^C125S^C000tatus
COMBAT_STR_MAP	Karte
COMBAT_STR_DONE	^C125F^C000ertig

COMBAT_STR_END_MSG_1	Ihr habt das Abenteuerziel %s
COMBAT_STR_END_MSG_2	erreicht.
COMBAT_STR_END_MSG_3	nicht erreicht.
COMBAT_STR_END_MSG_4	Zum Gl¸ck ist %s noch am Leben.
COMBAT_STR_END_MSG_5	Leider starb %s w‰hrend
COMBAT_STR_END_MSG_6	des Abenteuers.
COMBAT_STR_END_MSG_7	Nach einem Monat Ruhe erhaltet
COMBAT_STR_END_MSG_8	Ihr wieder die volle Anzahl trefferpunkte.
COMBAT_STR_END_MSG_9	Die Erfahrungspunkte aus diesem Abenteuer 
COMBAT_STR_END_MSG_10	bringen Euch eine Stufe weiter.
COMBAT_STR_END_MSG_11	Die gefundenen %ld Goldm¸nzen (%0.1f GB)
COMBAT_STR_END_MSG_12	werden in Eurer Schatzkammer deponiert.
COMBAT_STR_END_MSG_13	^W300Euer Regent wurde getˆtet. Jetzt gibt es keinen starken F¸hrer mehr. Die Chance auf den Thron ist vertan.
COMBAT_STR_END_MSG_14	Normale Gegenst. f¸r %ld Gold verkauft.
// more END_MSG's at the bottom of this file

// Tool tip strings for combat panels
COMBAT_STR_TIP_INVENTORY	Links w‰hlen/Rechts Inventar
COMBAT_STR_TIP_STATUS	Status
COMBAT_STR_ATTACK1	Angriff 1
COMBAT_STR_QUICK_ATTACK1	Schneller Angriff 1
COMBAT_STR_ATTACK2	Angriff 2
COMBAT_STR_QUICK_ATTACK2	Schneller Angriff 2
COMBAT_STR_DEFEND	Verteidigung
COMBAT_STR_FALLBACK	R¸ckzug

// Help buttons strings for combat panels.
COMBAT_STR_HELP_ATTACK_TITLE	Angriffs-Steuerung
COMBAT_STR_HELP_ATTACK1	Benutzen Sie Angriff 1 gegen den n‰chsten Feind.
COMBAT_STR_HELP_ATTACK2	Benutzen Sie Angriff 2 gegen den n‰chsten Feind.
COMBAT_STR_HELP_DEFEND_TITLE	Verteidigungs-Steuerung
COMBAT_STR_HELP_DEFEND	Verteidigen Sie sich gegen den n‰chsten Feind.
COMBAT_STR_HELP_FALLBACK_TITLE	R¸ckzug
COMBAT_STR_HELP_FALLBACK	Entfernen Sie sich vom n‰chsten Feind.
COMBAT_STR_HELP_SPELLBOX_TITLE	Zauber-Steuerung
COMBAT_STR_HELP_SPELLBOX	Diesen Zauber zaubern.
COMBAT_STR_HELP_RETREAT_TITLE	Party R¸ckzug
COMBAT_STR_HELP_RETREAT	Die gesamte Party zieht sich zu einem anderen Ort zur¸ck.
COMBAT_STR_HELP_MAP_TITLE	Abenteuerkarte
COMBAT_STR_HELP_MAP	Zeigt eine Karte dieses Abenteuers an. Wenn Sie nochmals diese Taste dr¸cken, wird die Anzeige grˆﬂer. Sie kˆnnen sich nicht bewegen, solange die vergrˆﬂerte Karte angezeigt wird. Wenn Sie diese Taste ein drittes Mal dr¸cken, verschwindet die Karte wieder.
COMBAT_STR_HELP_STATUS_TITLE	Charakter-Status
COMBAT_STR_HELP_STATUS	Zeigt den gegenw‰rtigen Status dieses Helden.
